,name,lic_no,details_url,lic_type,lic_status,lic_exp_date,lic_sec_status,city,state,county,zipcode,depth,download_timeout,download_slot,download_latency,address,lic_issue_date,parcel_no
772,ALUM ROCK EVERY DAY SMOG,255609,/details/1310/ARD/255609/c3471f47e62bd8d740a39f87279c8c6b,Automotive Repair Dealer,Cancelled,"July 31, 2014",,SAN JOSE,California,SANTA CLARA,95116,1,180.0,search.dca.ca.gov,1.0965163707733154,2149 ALUM ROCK AVENUE,,No APN MATCH
773,ALUM ROCK EVERYDAY SMOG,274747,/details/1310/ARD/274747/c9cc769e38023bea8ec8bbab3ea451ab,Automotive Repair Dealer,Revoked,"November 30, 2019",PROBATION,SAN JOSE,California,SANTA CLARA,95116,1,180.0,search.dca.ca.gov,1.2570600509643557,2149 ALUM ROCK AVE,,No APN MATCH
774,ALL WEST AUTO TRANS & REPAIR,271515,/details/1310/ARD/271515/018fb02b428d07b13001b3986454af6d,Automotive Repair Dealer,Cancelled,"January 31, 2016",,REDLANDS,California,SAN BERNARDINO,92373,1,180.0,search.dca.ca.gov,0.15159845352172852,672 E. REDLANDS BLVD,,No APN MATCH
775,ALPHA DIAGNOSTICS  (Previous Name),291354,/details/1310/ARD/291354/1b8fd21c255a33513dad7d2182982a2b,Automotive Repair Dealer,Delinquent,"June 30, 2019",,ANTELOPE,California,SACRAMENTO,95843,1,180.0,search.dca.ca.gov,0.1974327564239502,8219 FILIFERA WAY,,No APN MATCH
776,ALUM ROCK CHEVRON,271186,/details/1310/ARD/271186/1db952f312ab0bee724f81f34f8300c5,Automotive Repair Dealer,Valid,"December 31, 2020",,SAN JOSE,California,SANTA CLARA,95116,1,180.0,search.dca.ca.gov,1.2121834754943848,2290 ALUMROCK AVE,,No APN MATCH
777,ALUM ROCK CHEVRON,85707,/details/1310/ARD/85707/03cf85f5d5a6032eeb7f2a67e05fc163,Automotive Repair Dealer,Cancelled,"March 31, 2013",,SAN JOSE,California,SANTA CLARA,95116,1,180.0,search.dca.ca.gov,1.2450942993164062,2290 ALUM ROCK AVE,,No APN MATCH
778,ALL VOLVO,283303,/details/1310/ARD/283303/1b44dd1a873aa09fb61786386935ad52,Automotive Repair Dealer,Delinquent,"April 30, 2017",,SANTA CLARA,California,SANTA CLARA,95050,1,180.0,search.dca.ca.gov,0.20045876502990725,1463 EL CAMINO REAL,,No APN MATCH
779,ALL VOLVO,236237,/details/1310/ARD/236237/767be971bd01af5445666b36e97df990,Automotive Repair Dealer,Cancelled,"October 31, 2016",,SANTA CLARA,California,SANTA CLARA,95050,1,180.0,search.dca.ca.gov,0.19447851181030276,1463 EL CAMINO REAL,,No APN MATCH
780,ALUM ROCK AUTO CARE,243552,/details/1310/ARD/243552/45df6a2020691cbaf213ad42429c291c,Automotive Repair Dealer,Valid,"January 31, 2021",,SAN JOSE,California,SANTA CLARA,95127,1,180.0,search.dca.ca.gov,1.0789825916290283,2710 ALUM ROCK AVENUE,,No APN MATCH
781,ALL STATE DRIVE SHAFT,242542,/details/1310/ARD/242542/75c2d4b96744c69e9a7e7502bf761416,Automotive Repair Dealer,Valid,"November 30, 2020",,YUCCA VALLEY,California,SAN BERNARDINO,92284,1,180.0,search.dca.ca.gov,0.1994636058807373,55525 YUCCA TRAIL,,No APN MATCH
782,ALL STAR TIRE CO,81721,/details/1310/ARD/81721/40eb8847d39f959acdcc59d9788ea908,Automotive Repair Dealer,Delinquent,"September 30, 2019",,LONG BEACH,California,LOS ANGELES,90805,1,180.0,search.dca.ca.gov,0.20946216583251956,2721 35 E ARTESIA BLVD,,No APN MATCH
783,ALL STAR HEELS AND TIRES  (Previous Name),290231,/details/1310/ARD/290231/28b99970f0dc24f395e28ceaada1013d,Automotive Repair Dealer,Valid,"April 30, 2020",,INDIO,California,RIVERSIDE,92201,1,180.0,search.dca.ca.gov,0.2812478542327881,82443 INDIO BLVD,,No APN MATCH
784,ALL SMOG TEST ONLY CENTER,270774,/details/1310/ARD/270774/cc3fe90314f95c0c096f19fa3ac195a2,Automotive Repair Dealer,Cancelled,"November 30, 2015",,OCEANSIDE,California,SAN DIEGO,92054,1,180.0,search.dca.ca.gov,0.7066447734832764,2601 OCEANSIDE BL.,,No APN MATCH
785,ALL SMOG TEST ONLY CENTER,239246,/details/1310/ARD/239246/7c642968c968a133d761c609568201c8,Automotive Repair Dealer,Revoked,"May 31, 2013",,SIMI VALLEY,California,VENTURA,93065,1,180.0,search.dca.ca.gov,0.7086503505706787,521 EAST LOS ANGELES AVE #G,,No APN MATCH
786,ALL SMOG TEST ONLY CENTER,229816,/details/1310/ARD/229816/798b7e35053f821b18750a51b4a0952b,Automotive Repair Dealer,Cancelled,"September 30, 2013",,OCEANSIDE,California,SAN DIEGO,92054,1,180.0,search.dca.ca.gov,0.7934463024139404,2601 OCEANSIDE BLVD,,No APN MATCH
787,ALL SMOG TEST ONLY,279838,/details/1310/ARD/279838/0e40a292aaee55bc4fa3ba1c3962ca5d,Automotive Repair Dealer,Valid,"April 30, 2020",,PASADENA,California,LOS ANGELES,91107,1,180.0,search.dca.ca.gov,0.9360182285308838,2716 E. COLORADO BLVD.,,No APN MATCH
788,ALL SMOG TEST ONLY  (Previous Name),247509,/details/1310/ARD/247509/3844f01f9d9852715e26f12013a2dc62,Automotive Repair Dealer,Valid,"September 30, 2020",,WHITTIER,California,LOS ANGELES,90605,1,180.0,search.dca.ca.gov,1.158411741256714,12502 CARMENITA AVE,,No APN MATCH
789,ALL SMOG TEST ONLY,241165,/details/1310/ARD/241165/1b8890d29f81e55f1ec255ed9deb4caa,Automotive Repair Dealer,Valid,"August 31, 2020",,WHITTIER,California,LOS ANGELES,90602,1,180.0,search.dca.ca.gov,1.150442600250244,13118 WHITTIER BLVD,,No APN MATCH
790,ALL PRO AUTO GLASS  (Previous Name),295840,/details/1310/ARD/295840/039617b2c1efc4942f5e5fd0d7ad0bc2,Automotive Repair Dealer,Valid,"November 30, 2020",,VICTORVILLE,California,SAN BERNARDINO,92395,1,180.0,search.dca.ca.gov,0.16455960273742676,13210 CABAZON PL,,No APN MATCH
791,ALL MAKES AUTO BODY SHOP,206167,/details/1310/ARD/206167/6147561d186dbc708f700d6baa0e3628,Automotive Repair Dealer,Valid,"July 31, 2020",,SAN MATEO,California,SAN MATEO,94403,1,180.0,search.dca.ca.gov,0.16557621955871582,71 E 21ST AVE,,No APN MATCH
792,ALL SMOG TEST CENTER,259834,/details/1310/ARD/259834/b2b5c9ae80c5d32e23eb36a056820d76,Automotive Repair Dealer,Revoked,"August 31, 2013",,RIVERSIDE,California,RIVERSIDE,92509,1,180.0,search.dca.ca.gov,0.9095542430877686,5407 MISSION BLVD UNIT B,,No APN MATCH
793,ALL MOTORBIKES  (Previous Name),277830,/details/1310/ARD/277830/9498dd8fa90654b4cdec353c59f34d45,Automotive Repair Dealer,Valid,"September 30, 2020",,LA MESA,California,SAN DIEGO,91942,1,180.0,search.dca.ca.gov,0.2632873058319092,7589 -C ELCATON BLVD,,ERROR
794,ALL ENGINE MACHINE SHOP,277629,/details/1310/ARD/277629/9645a654fc9ed8ae4f24af79dacfd858,Automotive Repair Dealer,Valid,"August 31, 2020",,SUNLAND,California,LOS ANGELES,91040,1,180.0,search.dca.ca.gov,0.15358209609985352,11062 ORO VISTA AVE,,No APN MATCH
795,ALL J PRODUCTS,274215,/details/1310/ARD/274215/36957391c777f2e5b899e5eef72190cc,Automotive Repair Dealer,Valid,"September 30, 2020",,BIG BEAR LAKE,California,SAN BERNARDINO,92315,1,180.0,search.dca.ca.gov,0.29178571701049805,41610 BROWNIE LANE,,No APN MATCH
796,ALPHAS OMEGA,239428,/details/1310/ARD/239428/1138a92745b6f677d117ed3b4859f4f9,Automotive Repair Dealer,Cancelled,"August 31, 2011",,REDWOOD CITY,California,SAN MATEO,94063,1,180.0,search.dca.ca.gov,2.3936002254486084,451 FIRST AVENUE,,No APN MATCH
797,ALL SMOG TEST,272636,/details/1310/ARD/272636/d19073b636913609277bb5625cb782f0,Automotive Repair Dealer,Cancelled,"April 30, 2014",,RIVERSIDE,California,RIVERSIDE,92509,1,180.0,search.dca.ca.gov,1.2263174057006836,5407 MISSION BLVD SUITE B,,No APN MATCH
798,ALL ENGINE DISTRIBUTING,177616,/details/1310/ARD/177616/7f80775f82bfc5e2087cfceefe04dc10,Automotive Repair Dealer,Cancelled,"March 31, 2012",,FRESNO,California,FRESNO,93725,1,180.0,search.dca.ca.gov,0.2486708164215088,1314 E NORTH AVE,,No APN MATCH
799,ALL SMOG & TEST ONLY,259056,/details/1310/ARD/259056/b7a5602fd370ed1da68f591b9c49139c,Automotive Repair Dealer,Revoked,"June 30, 2011",,SAN JOSE,California,SANTA CLARA,95112,1,180.0,search.dca.ca.gov,0.9398202896118164,914 COMMERCIAL ST,,No APN MATCH
800,ALL MAKES ALL CARS SMOG ONLY CTR,228833,/details/1310/ARD/228833/ad03cb9d4ce807bcaddfef7ad47e54d3,Automotive Repair Dealer,Delinquent,"July 31, 2007",,FALLBROOK,California,SAN DIEGO,92028,1,180.0,search.dca.ca.gov,0.6994678974151611,1236 S MAIN ST STE B,,ERROR
801,ALL SMOG & TUNE,141344,/details/1310/ARD/141344/6cadbe31b44b9cd5fcd608e51125c788,Automotive Repair Dealer,Valid,"August 31, 2020",,WEST COVINA,California,LOS ANGELES,91790,1,180.0,search.dca.ca.gov,1.4345047473907468,645 N SUNSET AVE,,No APN MATCH
802,ALEX AUTO UPHOLSTERY,280939,/details/1310/ARD/280939/459c6ffa57a75bcfd5b381a252ad022e,Automotive Repair Dealer,Valid,"July 31, 2020",,PANORAMA CITY,California,LOS ANGELES,91402,1,180.0,search.dca.ca.gov,0.2852358818054199,9508 VAN NUYS B,,No APN MATCH
803,ALEX RODRIGUEZ MOTORSPORTS,283805,/details/1310/ARD/283805/2964f0a1e06ce0b3cc226b03a462e131,Automotive Repair Dealer,Delinquent,"June 30, 2017",,CORONA,California,RIVERSIDE,92879,1,180.0,search.dca.ca.gov,0.3879635334014893,2189 SAMPSON AVE # 107,,No APN MATCH
804,ALHAMBRA MITSUBISHI,225391,/details/1310/ARD/225391/aa21a316eda26fdd927707a119b3aafc,Automotive Repair Dealer,Cancelled,"December 31, 2004",,ALHAMBRA,California,LOS ANGELES,91801,1,180.0,search.dca.ca.gov,0.4498319625854492,1300 W MAIN STREET,,No APN MATCH
805,ALEMAN BROS GARAGE,70314,/details/1310/ARD/70314/84238d2fc5c0192fbbdc43ad64231b6d,Automotive Repair Dealer,Valid,"June 30, 2020",,ONTARIO,California,SAN BERNARDINO,91761,1,180.0,search.dca.ca.gov,0.2852745056152344,759 E HOLT,,No APN MATCH
806,ALS COMPLETE AUTOMOTIVE REPAIR,205153,/details/1310/ARD/205153/89f53d75f8b3bb8aca8e1602a2c1ef94,Automotive Repair Dealer,Valid,"May 31, 2020",,SOUTH EL MONTE,California,LOS ANGELES,91733,1,180.0,search.dca.ca.gov,3.644009113311768,10845 CENTRAL AVE #B,,No APN MATCH
807,ALCHEMY AUTO PAINTING & COLLISION REPAIR LLC,276858,/details/1310/ARD/276858/02f88fabfcb5697f432085242340a33d,Automotive Repair Dealer,Delinquent,"June 30, 2018",,CORONA,California,RIVERSIDE,92882,1,180.0,search.dca.ca.gov,0.2805459499359131,1052 RAILROAD STREET,,No APN MATCH
808,ALAN RICE AUTOMOTIVE,210756,/details/1310/ARD/210756/8bcc6c18a015c96471adec7b38b07e28,Automotive Repair Dealer,Valid,"May 31, 2020",,SOQUEL,California,SANTA CRUZ,95073,1,180.0,search.dca.ca.gov,0.2816047668457031,3545 SOQUEL DRIVE,,No APN MATCH
809,ALAN & SONS AUTOMOTIVE,272648,/details/1310/ARD/272648/7ee6f78da19b45430c9ca9d4482bfd7f,Automotive Repair Dealer,Valid,"April 30, 2020",,LIVERMORE,California,ALAMEDA,94551,1,180.0,search.dca.ca.gov,0.26265573501586914,4001 FIRST ST # 7A,,No APN MATCH
810,ALICIA-LAGUNA AUTOMOTIVES,265622,/details/1310/ARD/265622/0fc6440341224b915d604dbbf6bb2983,Automotive Repair Dealer,Valid,"June 30, 2020",,LAGUNA HILLS,California,ORANGE,92653,1,180.0,search.dca.ca.gov,0.9856033325195312,25491 ALICIA PKWY,,No APN MATCH
811,ALCHEMY AUTO PAINTING & COLLISION,250571,/details/1310/ARD/250571/e3357fbca8bbf30dd9f3ce7dac686ae9,Automotive Repair Dealer,Cancelled,"May 31, 2014",,CORONA,California,RIVERSIDE,92882,1,180.0,search.dca.ca.gov,0.35940074920654297,1052 RAILROAD ST,,No APN MATCH
812,ALHAMBRA NISSAN,275875,/details/1310/ARD/275875/57be50398279c2f97561f3dbdb9ac78c,Automotive Repair Dealer,Cancelled,"March 31, 2019",,ALHAMBRA,California,LOS ANGELES,91801,1,180.0,search.dca.ca.gov,1.0383543968200684,726 E. MAIN STREET,,No APN MATCH
813,ALHAMBRA NISSAN,129695,/details/1310/ARD/129695/cdc4bb6a0d888e99b122ae1ca612c730,Automotive Repair Dealer,Cancelled,"January 31, 2015",,ALHAMBRA,California,LOS ANGELES,91801,1,180.0,search.dca.ca.gov,1.0453286170959473,726 E MAIN ST,,No APN MATCH
814,AKI AUTOMOTIVE,133384,/details/1310/ARD/133384/80efb6d78bd29d92d663b79d339f0245,Automotive Repair Dealer,Valid,"July 31, 2020",,MONTEBELLO,California,LOS ANGELES,90640,1,180.0,search.dca.ca.gov,0.2333829402923584,3304 W BEVERLY BLVD,,No APN MATCH
815,AK TIRES,257861,/details/1310/ARD/257861/71ec7f51f36e5407ff7bfd76698f005b,Automotive Repair Dealer,Delinquent,"March 31, 2018",,REDLANDS,California,SAN BERNARDINO,92373,1,180.0,search.dca.ca.gov,0.2423512935638428,31235 OUTER HIGHWAY 10 S,,No APN MATCH
816,AGRO MOTORSPORTS,293801,/details/1310/ARD/293801/7993725796aa7341820b2bfd201be056,Automotive Repair Dealer,Valid,"March 31, 2021",,PASADENA,California,LOS ANGELES,91107,1,180.0,search.dca.ca.gov,0.2283809185028076,2747 E. FOOTHILL BLVD.,,No APN MATCH
817,ADVANTEC II,264959,/details/1310/ARD/264959/b1eec4107f8eeb8d34f10fa890b0c9de,Automotive Repair Dealer,Cancelled,"May 31, 2014",,SAN DIEGO,California,SAN DIEGO,92103,1,180.0,search.dca.ca.gov,0.1934828758239746,3752 PARK BLVD,,No APN MATCH
818,ADVANTEC AUTOMOTIVE & TRANSMISSION,291762,/details/1310/ARD/291762/1f106cdc62e1032f741bbbf72058b949,Automotive Repair Dealer,Valid,"August 31, 2020",,SAN DIEGO,California,SAN DIEGO,92116,1,180.0,search.dca.ca.gov,0.1924879550933838,2834 ADAMS AVE,,No APN MATCH
819,ADVANTEC MOTORSPORT  (Previous Name),232848,/details/1310/ARD/232848/5503ffdc5870db20499b125da9b325b4,Automotive Repair Dealer,Valid,"March 31, 2021",,SAN DIEGO,California,SAN DIEGO,92120,1,180.0,search.dca.ca.gov,0.3301241397857666,4608 TWAIN AVENUE,,No APN MATCH
820,AGRI AIR CONDITIONING,59023,/details/1310/ARD/59023/e91074f0bc08d62c329c19657da1b07b,Automotive Repair Dealer,Cancelled,"June 30, 2016",,FRESNO,California,FRESNO,93722,1,180.0,search.dca.ca.gov,0.3710062503814697,894 N HAYES,,No APN MATCH
821,ADELAIDO REYES GARAGE,216887,/details/1310/ARD/216887/763fd649cb17313bd5df27b71871879c,Automotive Repair Dealer,Cancelled,"June 30, 2020",,LOS ANGELES,California,LOS ANGELES,90016,1,180.0,search.dca.ca.gov,0.1496107578277588,5284 W ADAMS BLVD,,No APN MATCH
822,ADCO DRIVELINE & CUSTOM EXHAUST,248928,/details/1310/ARD/248928/ceb4933458aec1f8058f75bddb46d6d8,Automotive Repair Dealer,Valid,"January 31, 2021",,SHINGLE SPRINGS,California,EL DORADO,95682,1,180.0,search.dca.ca.gov,0.20346713066101074,4211 SUNSET LANE #109,,No APN MATCH
823,ALCOSTA TEST ONLY STATION,264269,/details/1310/ARD/264269/249365b559079a13e96eb8151eeeedaf,Automotive Repair Dealer,Valid,"March 31, 2021",,SAN RAMON,California,CONTRA COSTA,94583,1,180.0,search.dca.ca.gov,1.1184308528900146,8998 ALCOSTA BLVD UNIT B,,No APN MATCH
824,ADAMS AUTO,240407,/details/1310/ARD/240407/15e7b21bd74f2b035a42ffbdfbd4cfe5,Automotive Repair Dealer,Cancelled,"July 31, 2015",,MARTINEZ,California,CONTRA COSTA,94553,1,180.0,search.dca.ca.gov,0.2304041385650635,880 HOWE RD #E,,No APN MATCH
825,AIRPORT TEST ONLY CENTER,216257,/details/1310/ARD/216257/d4b9dc836a4f139d6086103a2ad1a37c,Automotive Repair Dealer,Revoked,"May 31, 2004",,INGLEWOOD,California,LOS ANGELES,90301,1,180.0,search.dca.ca.gov,0.7469017505645752,516 LA BREA,,No APN MATCH
826,ADAM'S AUTO,280131,/details/1310/ARD/280131/e7fdc3e0e53c58249633f5af89cd9034,Automotive Repair Dealer,Cancelled,"May 31, 2016",,MARTINEZ,California,CONTRA COSTA,94553,1,180.0,search.dca.ca.gov,0.15558385848999026,880 HOWE RD #E,,No APN MATCH
827,AKON AUTO CENTER,269842,/details/1310/ARD/269842/5a4d50c1fe25023ed54eb1b7ef72fc73,Automotive Repair Dealer,Valid,"August 31, 2020",,SAN DIEGO,California,SAN DIEGO,92126,1,180.0,search.dca.ca.gov,0.9505338668823242,9585 BLACK MOUNTAIN RD SUITE A&C,,No APN MATCH
828,ADA'S TIRE & WHEELS,294306,/details/1310/ARD/294306/c04ba91064852313396d1ec495a452b8,Automotive Repair Dealer,Valid,"May 31, 2020",,HANFORD,California,KINGS,93230,1,180.0,search.dca.ca.gov,0.19448280334472656,800 E LACEY BLVD UNIT# C,,No APN MATCH
829,ACTION BODY SHOP,263180,/details/1310/ARD/263180/efaef0a6feb5c39c467e6d859e78f9c5,Automotive Repair Dealer,Valid,"September 30, 2020",,VAN NUYS,California,LOS ANGELES,91405,1,180.0,search.dca.ca.gov,0.1874849796295166,13621 HARTLAND ST,,No APN MATCH
830,ACUR IT AUTO REPAIR,190013,/details/1310/ARD/190013/bcbd4501cf8fa4c32a59ba5fdb0e84e1,Automotive Repair Dealer,Valid,"July 31, 2020",,ROHNERT PARK,California,SONOMA,94928,1,180.0,search.dca.ca.gov,0.23735713958740234,5677 REDWOOD DR #A & #B,,No APN MATCH
831,ADELANTO SMOG CHECK INC,289485,/details/1310/ARD/289485/79399d8e1ea8ee1228ad22f6b11c2c83,Automotive Repair Dealer,Cancelled,"February 28, 2019",,ADELANTO,California,SAN BERNARDINO,92301,1,180.0,search.dca.ca.gov,0.7799272537231445,11608 BARTLETT AVE,,No APN MATCH
832,ACE TIRE CO,201940,/details/1310/ARD/201940/0bae8738179d2e5b0d7eaa89462517ca,Automotive Repair Dealer,Cancelled,"October 31, 2015",,MARTINEZ,California,CONTRA COSTA,94553,1,180.0,search.dca.ca.gov,0.22140955924987796,3450 PACHECO BLVD,,No APN MATCH
833,ACE TIRE CENTERS OF LEMON GROVE,252646,/details/1310/ARD/252646/809426e67114affe340887291488d45f,Automotive Repair Dealer,Cancelled,"October 31, 2014",,LEMON GROVE,California,SAN DIEGO,91945,1,180.0,search.dca.ca.gov,0.232377290725708,6994 BROADWAY,,No APN MATCH
834,ACE TIRE CENTERS OF POWAY,268998,/details/1310/ARD/268998/a7f02abdc17ea59cc057427e4c8a4ecb,Automotive Repair Dealer,Cancelled,"May 31, 2014",,POWAY,California,SAN DIEGO,92064,1,180.0,search.dca.ca.gov,0.3171513080596924,12255 POWAY RD,,No APN MATCH
835,ACE TIRE CENTERS OF POINT LOMA,268743,/details/1310/ARD/268743/30dcb80d0de2505b366912a0ed073299,Automotive Repair Dealer,Cancelled,"April 30, 2014",,SAN DIEGO,California,SAN DIEGO,92110,1,180.0,search.dca.ca.gov,0.31017208099365234,2904 LYTTON ST,,No APN MATCH
836,ADELANTO SMOG,277078,/details/1310/ARD/277078/02da117cc77dd4def1be288fca7402cf,Automotive Repair Dealer,Delinquent,"June 30, 2018",,ADELANTO,California,SAN BERNARDINO,92301,1,180.0,search.dca.ca.gov,0.8248159885406494,17845 JONATHAN STREET,,No APN MATCH
837,ACE TIRE CENTERS OF CHULA VISTA,253059,/details/1310/ARD/253059/a6391661d45e4b4f10d519e3eb08d10c,Automotive Repair Dealer,Cancelled,"November 30, 2014",,CHULA VISTA,California,SAN DIEGO,91911,1,180.0,search.dca.ca.gov,0.22241473197937006,1135 BROADWAY,,No APN MATCH
838,ACE TIRE CENTERS OF KEARNY MESA,259464,/details/1310/ARD/259464/1b8b2d4721527325cabefa78a82f9daa,Automotive Repair Dealer,Cancelled,"September 30, 2014",,SAN DIEGO,California,SAN DIEGO,92111,1,180.0,search.dca.ca.gov,0.31316709518432617,4183 CONVOY ST,,No APN MATCH
839,ADAMS AUTO,103743,/details/1310/ARD/103743/cb236f2811506570a6b9b7eed6ade96b,Automotive Repair Dealer,Delinquent,"July 31, 1986",,LOS ANGELES,California,LOS ANGELES,90033,1,180.0,search.dca.ca.gov,0.7370238304138184,1201 1/2 N MISSION RD,,No APN MATCH
840,ACE TIRE CENTERS  (Previous Name),255556,/details/1310/ARD/255556/8df7436882c808859238a4560b6666fa,Automotive Repair Dealer,Cancelled,"July 31, 2014",,EL CAJON,California,SAN DIEGO,92020,1,180.0,search.dca.ca.gov,0.26529407501220703,130 WEST BRADLEY,,No APN MATCH
841,ACE BRAKE & ALIGNMENT,221261,/details/1310/ARD/221261/d2a449b59b8dee12e8673933ffd152a6,Automotive Repair Dealer,Cancelled,"April 30, 2005",,RIVERSIDE,California,RIVERSIDE,92504,1,180.0,search.dca.ca.gov,0.25333213806152344,7574 INDIANA AVENUE,,No APN MATCH
842,ACE AUTOMOTIVE AND PERFORMANCE,278790,/details/1310/ARD/278790/1a85440d1a915992e085a9ec1a9e7f1a,Automotive Repair Dealer,Cancelled,"December 31, 2017",,FAIRFIELD,California,SOLANO,94534,1,180.0,search.dca.ca.gov,0.26030325889587397,4949 FULTON DR SUITE A,,No APN MATCH
843,ACE AUTOMOTIVE AND PERFORMANCE,289250,/details/1310/ARD/289250/2ad4bfdf8c5dfad1d1824fc06baa303a,Automotive Repair Dealer,Valid,"January 31, 2021",,FAIRFIELD,California,SOLANO,94534,1,180.0,search.dca.ca.gov,0.3021895885467529,4949 FULTON DRIVE STE A,,No APN MATCH
844,ACE AUTOMOTIVE,229610,/details/1310/ARD/229610/464b7fc6da047a8cb1dd80a3224fbb79,Automotive Repair Dealer,Cancelled,"September 30, 2016",,SAUGUS,California,LOS ANGELES,91350,1,180.0,search.dca.ca.gov,0.24832963943481445,25835 RAILROAD AVE 29,,No APN MATCH
845,ACE AUTOMOTIVE,284110,/details/1310/ARD/284110/5c242ee948613ef9e9467ad93afab769,Automotive Repair Dealer,Valid,"June 30, 2020",,SAUGUS,California,LOS ANGELES,91350,1,180.0,search.dca.ca.gov,0.2563116550445557,25835 RAILROAD AVE # 29,,No APN MATCH
846,ACE AUTOMOTIVE & TRUCK REPAIR,198163,/details/1310/ARD/198163/f43aa982882d6478bed0c9a37297c220,Automotive Repair Dealer,Valid,"February 28, 2021",,NAPA,California,NAPA,94559,1,180.0,search.dca.ca.gov,0.3849680423736572,1730 ACTION AVE,,No APN MATCH
847,ACE AUTO WRECKERS,277482,/details/1310/ARD/277482/ba12d47abea42856a913e518ea1af473,Automotive Repair Dealer,Cancelled,"August 31, 2016",,MODESTO,California,STANISLAUS,95358,1,180.0,search.dca.ca.gov,0.2433457374572754,2736 W HATCH RD,,No APN MATCH
848,ACE AUTO COMPLETE,260491,/details/1310/ARD/260491/04ce2809143ffeb9cbf9810db4499edf,Automotive Repair Dealer,Cancelled,"December 31, 2013",,LOS ANGELES,California,LOS ANGELES,90035,1,180.0,search.dca.ca.gov,0.26628470420837397,1789 SOUTH LA CIENEGA UNIT C,,No APN MATCH
849,ACE AUTO CENTER,258427,/details/1310/ARD/258427/f64bd8446e15d52866775124c13ef141,Automotive Repair Dealer,Cancelled,"May 31, 2012",,CARMICHAEL,California,SACRAMENTO,95608,1,180.0,search.dca.ca.gov,0.18949437141418454,6615 FAIROAKS,,No APN MATCH
850,ACE AUTO COMPLETE,246896,/details/1310/ARD/246896/39e7d0c791fac5c404c654c375ccd78b,Automotive Repair Dealer,Cancelled,"August 31, 2007",,LOS ANGELES,California,LOS ANGELES,90035,1,180.0,search.dca.ca.gov,0.30318617820739746,1789 S LA CIENEGA BLVD,,No APN MATCH
851,ACE AUTO CENTER,294293,/details/1310/ARD/294293/f94658aac23a17160020c09add8e2ab5,Automotive Repair Dealer,Valid,"May 31, 2020",,NORTH HOLLYWOOD,California,LOS ANGELES,91605,1,180.0,search.dca.ca.gov,0.24733662605285645,7255 ATOLL AVE UNIT #B,,No APN MATCH
852,ACE AUTO SG,285109,/details/1310/ARD/285109/6d825a9a79f239af85429da7035e79d9,Automotive Repair Dealer,Delinquent,"October 31, 2019",,SAN GABRIEL,California,LOS ANGELES,91776,1,180.0,search.dca.ca.gov,0.4877016544342041,440 AGOSTINO ROAD,,No APN MATCH
853,ACE AUTOMOTIVE  (Previous Name),201208,/details/1310/ARD/201208/b9d05000f3e956e1810e0f42dab0f70b,Automotive Repair Dealer,Valid,"August 31, 2020",,ATASCADERO,California,SAN LUIS OBISPO,93422,1,180.0,search.dca.ca.gov,0.7619624137878418,6450 VIA AVE,,No APN MATCH
854,ACCURATE TRAILER HITCH & WELDING,146807,/details/1310/ARD/146807/6ab2cd428e7a5349087c4c89e53f317e,Automotive Repair Dealer,Valid,"May 31, 2020",,SANTA CLARITA,California,LOS ANGELES,91350,1,180.0,search.dca.ca.gov,0.2173912525177002,26570 RUETHER AVENUE #603,,No APN MATCH
855,ACCURATE AUTOWORKS,185248,/details/1310/ARD/185248/6af91ccaf3c8d8f6ef2d8818473d0ad7,Automotive Repair Dealer,Valid,"August 31, 2020",,PASADENA,California,LOS ANGELES,91106,1,180.0,search.dca.ca.gov,0.2423670291900635,26 N HILL AVE,,No APN MATCH
856,ACCURATE AUTOWERKS,259780,/details/1310/ARD/259780/ada6232d350f9ac234b837c2fbac7da8,Automotive Repair Dealer,Valid,"October 31, 2020",,SAN MARCOS,California,SAN DIEGO,92069,1,180.0,search.dca.ca.gov,0.13588523864746094,1331 DESCANSO AVE,,No APN MATCH
857,ACE AUTOMOTIVE & FUEL SYSTEMS INC,156525,/details/1310/ARD/156525/11ce0a300527b2d3ab55e25b742a3271,Automotive Repair Dealer,Valid,"October 31, 2020",,SANTA CLARA,California,SANTA CLARA,95050,1,180.0,search.dca.ca.gov,1.0364828109741209,975 RICHARD AVE,,No APN MATCH
858,ACCURATE AUTOWORKS,267379,/details/1310/ARD/267379/d0b65ffde8c28a00e7e54785db1519fe,Automotive Repair Dealer,Valid,"December 31, 2020",,RIVERSIDE,California,RIVERSIDE,92508,1,180.0,search.dca.ca.gov,0.26551222801208496,16045 WOOD RD #6,,No APN MATCH
859,ACCURATE AUTOMOTIVE ALIGNMENT,112670,/details/1310/ARD/112670/ccf3081e6654aea721c2fccb97e1e6a0,Automotive Repair Dealer,Cancelled,"September 30, 1988",,CHULA VISTA,California,SAN DIEGO,92010,1,180.0,search.dca.ca.gov,0.17552709579467773,334 E STREET,,No APN MATCH
860,ACCURATE AUTOMOTIVE,274281,/details/1310/ARD/274281/f450f544c4c95ae0e32e40b97c3ff0cb,Automotive Repair Dealer,Cancelled,"September 30, 2014",,VICTORVILLE,California,SAN BERNARDINO,92395,1,180.0,search.dca.ca.gov,0.1855041980743408,16606 MOJAVE DRIVE,,No APN MATCH
