APN,APN_SORT,YearBuilt,SitusStreetNumber,SitusStreetName,SitusUnit,SitusCity,SitusZip,SitusAddress,MailingAddress,line_1,line_2,city,state,postal
44-4958-26,044 495802600,1944,930,91ST AVE,,OAKLAND,94603,930 91ST AVE OAKLAND 94603,930 91ST AVE OAKLAND CA 94603,930 91ST AVE,,OAKLAND,CA,94603
44-4958-3,044 495800300,1964,1053,92ND AVE,,OAKLAND,94603,1053 92ND AVE OAKLAND 94603,PO BOX 2765 OAKLAND CA 94602,1053 92ND AVE,,OAKLAND,CA,94603
44-4958-31,044 495803100,1955,988,91ST AVE,,OAKLAND,94603,988 91ST AVE OAKLAND 94603,2369 LE CONTE AVE 9 BERKELEY CA 94709,988 91ST AVE,,OAKLAND,CA,94603
44-4958-30-2,044 495803002,1948,964,91ST AVE,,OAKLAND,94603,964 91ST AVE OAKLAND 94603,966 91ST AVE OAKLAND CA 94603,964 91ST AVE,,OAKLAND,CA,94603
44-4958-18,044 495801800,1944,921,92ND AVE,,OAKLAND,94603,921 92ND AVE OAKLAND 94603,1807 78TH AVE OAKLAND CA 94621,921 92ND AVE,,OAKLAND,CA,94603
44-4958-19,044 495801900,1944,915,92ND AVE,,OAKLAND,94603,915 92ND AVE OAKLAND 94603,915 92ND AVE OAKLAND CA 94603,915 92ND AVE,,OAKLAND,CA,94603
44-4958-2,044 495800200,1905,9113,D ST,,OAKLAND,94603,9113 D ST OAKLAND 94603,9113 D ST OAKLAND CA 94603,9113 D ST,,OAKLAND,CA,94603
44-4958-39,044 495803900,1922,974,91ST AVE,,OAKLAND,94603,974 91ST AVE OAKLAND 94603,4366 ALLENDALE AVE OAKLAND CA 94619,974 91ST AVE,,OAKLAND,CA,94603
44-4958-11,044 495801100,1920,1007,92ND AVE,,OAKLAND,94603,1007 92ND AVE OAKLAND 94603,165 LEDYARD ST SAN FRANCISCO CA 94124,1007 92ND AVE,,OAKLAND,CA,94603
44-4958-12,044 495801200,1910,1001,92ND AVE,,OAKLAND,94603,1001 92ND AVE OAKLAND 94603,1001 92ND AVE OAKLAND CA 94603,1001 92ND AVE,,OAKLAND,CA,94603
44-4958-25,044 495802500,1944,924,91ST AVE,,OAKLAND,94603,924 91ST AVE OAKLAND 94603,924 91ST AVE OAKLAND CA 94603,924 91ST AVE,,OAKLAND,CA,94603
44-4957-19,044 495701900,1945,1008,90TH AVE,,OAKLAND,94603,1008 90TH AVE OAKLAND 94603,1008 90TH AVE OAKLAND CA 94603,1008 90TH AVE,,OAKLAND,CA,94603
44-4957-8,044 495700800,1943,1045,91ST AVE,,OAKLAND,94603,1045 91ST AVE OAKLAND 94603,1759 VIA REDONDO SAN LORENZO CA 94580,1045 91ST AVE,,OAKLAND,CA,94603
44-4957-23,044 495702300,0,1024,90TH AVE,,OAKLAND,94603,1024 90TH AVE OAKLAND 94603,1024 90TH AVE OAKLAND CA 94603,1024 90TH AVE,,OAKLAND,CA,94603
44-4957-18-2,044 495701802,1945,1006,90TH AVE,,OAKLAND,94603,1006 90TH AVE OAKLAND 94603,1006 90TH AVE OAKLAND CA 94603,1006 90TH AVE,,OAKLAND,CA,94603
44-4957-10,044 495701000,1943,1033,91ST AVE,,OAKLAND,94603,1033 91ST AVE OAKLAND 94603,1033 91ST AVE OAKLAND CA 94603,1033 91ST AVE,,OAKLAND,CA,94603
44-4957-7-1,044 495700701,1917,9029,D ST,,OAKLAND,94603,9029 D ST OAKLAND 94603,1324 95TH AVE OAKLAND CA 94603,9029 D ST,,OAKLAND,CA,94603
44-4957-3,044 495700300,1927,9011,D ST,,OAKLAND,94603,9011 D ST OAKLAND 94603,1901 103RD AVE OAKLAND CA 94603,9011 D ST,,OAKLAND,CA,94603
44-4957-13,044 495701300,1966,993,91ST AVE,,OAKLAND,94603,993 91ST AVE OAKLAND 94603,1010 91ST AVE OAKLAND CA 94603,993 91ST AVE,,OAKLAND,CA,94603
44-4957-11,044 495701100,1910,1009,91ST AVE,,OAKLAND,94603,1009 91ST AVE OAKLAND 94603,1032 E 14TH STREET SAN LEANDRO CA 94577,1009 91ST AVE,,OAKLAND,CA,94603
44-4957-9,044 495700900,1943,1039,91ST AVE,,OAKLAND,94603,1039 91ST AVE OAKLAND 94603,125 HALL LN WALNUT CREEK CA 94597,1039 91ST AVE,,OAKLAND,CA,94603
44-4957-12,044 495701200,1962,1001,91ST AVE,,OAKLAND,94603,1001 91ST AVE OAKLAND 94603,26 JEROME AVE PIEDMONT CA 94611,1001 91ST AVE,,OAKLAND,CA,94603
44-4957-14,044 495701400,1912,989,91ST AVE,,OAKLAND,94603,989 91ST AVE OAKLAND 94603,1010 91ST AVE OAKLAND CA 94603,989 91ST AVE,,OAKLAND,CA,94603
44-4957-5-1,044 495700501,1926,9025,D ST,,OAKLAND,94603,9025 D ST OAKLAND 94603,9025 D ST OAKLAND CA 94603,9025 D ST,,OAKLAND,CA,94603
44-4957-22,044 495702200,1925,1024,90TH AVE,,OAKLAND,94603,1024 90TH AVE OAKLAND 94603,1024 90TH AVE OAKLAND CA 94603,1024 90TH AVE,,OAKLAND,CA,94603
44-4957-21,044 495702100,1925,1018,90TH AVE,,OAKLAND,94603,1018 90TH AVE OAKLAND 94603,1018 90TH AVE OAKLAND CA 94603,1018 90TH AVE,,OAKLAND,CA,94603
44-4957-16-1,044 495701601,0,1000,90TH AVE,,OAKLAND,94603,1000 90TH AVE OAKLAND 94603,1624 DAILY CT SAN LEANDRO CA 94577,1000 90TH AVE,,OAKLAND,CA,94603
44-4957-17-1,044 495701701,1923,1004,90TH AVE,,OAKLAND,94603,1004 90TH AVE OAKLAND 94603,1638 81ST AVE OAKLAND CA 94621,1004 90TH AVE,,OAKLAND,CA,94603
44-4957-2,044 495700200,1953,9005,D ST,,OAKLAND,94603,9005 D ST OAKLAND 94603,9005 D ST OAKLAND CA 94603,9005 D ST,,OAKLAND,CA,94603
44-4957-20,044 495702000,1923,1012,90TH AVE,,OAKLAND,94603,1012 90TH AVE OAKLAND 94603,1101 91ST AVE OAKLAND CA 94603,1012 90TH AVE,,OAKLAND,CA,94603
44-4957-1,044 495700100,1983,9001,D ST,,OAKLAND,94603,9001 D ST OAKLAND 94603,9001 D ST OAKLAND CA 94603,9001 D ST,,OAKLAND,CA,94603
44-4956-6,044 495600600,1940,1173,92ND AVE,,OAKLAND,94603,1173 92ND AVE OAKLAND 94603,325 HOLLISTER SAN LEANDRO CA 94577,1173 92ND AVE,,OAKLAND,CA,94603
44-4956-15,044 495601500,1943,9100,D ST,,OAKLAND,94603,9100 D ST OAKLAND 94603,9100 D ST OAKLAND CA 94603,9100 D ST,,OAKLAND,CA,94603
44-4956-7,044 495600700,1940,1165,92ND AVE,,OAKLAND,94603,1165 92ND AVE OAKLAND 94603,9621 CORAL RD OAKLAND CA 94603,1165 92ND AVE,,OAKLAND,CA,94603
44-4956-8,044 495600800,1940,1159,92ND AVE,,OAKLAND,94603,1159 92ND AVE OAKLAND 94603,1159 92ND AVE OAKLAND CA 94603,1159 92ND AVE,,OAKLAND,CA,94603
44-4956-14,044 495601400,1920,9112,D ST,,OAKLAND,94603,9112 D ST OAKLAND 94603,9112 D ST OAKLAND CA 94603,9112 D ST,,OAKLAND,CA,94603
44-4956-1-1,044 495600101,1965,1162,91ST AVE,,OAKLAND,94603,1162 91ST AVE OAKLAND 94603,8665 E HARTFORD DR 200 SCOTTSDALE AZ 85255,1162 91ST AVE,,OAKLAND,CA,94603
44-4956-3,044 495600300,1917,9109,B ST,,OAKLAND,94603,9109 B ST OAKLAND 94603,9109 B ST OAKLAND CA 94603,9109 B ST,,OAKLAND,CA,94603
44-4956-13,044 495601300,1943,1101,92ND AVE,,OAKLAND,94603,1101 92ND AVE OAKLAND 94603,1101 92ND AVE OAKLAND CA 94603,1101 92ND AVE,,OAKLAND,CA,94603
44-4956-10,044 495601000,1985,1129,92ND AVE,,OAKLAND,94603,1129 92ND AVE OAKLAND 94603,1129 92ND AVE OAKLAND CA 94603,1129 92ND AVE,,OAKLAND,CA,94603
44-4956-9-1,044 495600901,1967,1133,92ND AVE,,OAKLAND,94603,1133 92ND AVE OAKLAND 94603,2565 LA DON CT CASTRO VALLEY CA 94546,1133 92ND AVE,,OAKLAND,CA,94603
44-4956-20-1,044 495602001,1941,1136,91ST AVE,,OAKLAND,94603,1136 91ST AVE OAKLAND 94603,1136 91ST AVE OAKLAND CA 94603,1136 91ST AVE,,OAKLAND,CA,94603
44-4956-16-1,044 495601601,1922,1122,91ST AVE,,OAKLAND,94603,1122 91ST AVE OAKLAND 94603,1122 91ST AVE OAKLAND CA 94603,1122 91ST AVE,,OAKLAND,CA,94603
44-4956-4,044 495600400,1925,9115,B ST,,OAKLAND,94603,9115 B ST OAKLAND 94603,9115 B ST OAKLAND CA 94603,9115 B ST,,OAKLAND,CA,94603
44-4956-24,044 495602400,1987,1121,92ND AVE,,OAKLAND,94603,1121 92ND AVE OAKLAND 94603,1970 PLACER DR SAN LEANDRO CA 94578,1121 92ND AVE,,OAKLAND,CA,94603
44-4956-12,044 495601200,1910,1107,92ND AVE,,OAKLAND,94603,1107 92ND AVE OAKLAND 94603,15682 MARK RD MADERA CA 93636,1107 92ND AVE,,OAKLAND,CA,94603
44-4956-21-2,044 495602102,1953,1144,91ST AVE,,OAKLAND,94603,1144 91ST AVE OAKLAND 94603,1144 91ST AVE OAKLAND CA 94603,1144 91ST AVE,,OAKLAND,CA,94603
44-4956-23,044 495602300,1924,1123,92ND AVE,,OAKLAND,94603,1123 92ND AVE OAKLAND 94603,4224 GREEN KNOLL RD SALIDA CA 95368,1123 92ND AVE,,OAKLAND,CA,94603
44-4956-18,044 495601800,1922,1126,91ST AVE,,OAKLAND,94603,1126 91ST AVE OAKLAND 94603,1126 91ST AVE OAKLAND CA 94603,1126 91ST AVE,,OAKLAND,CA,94603
44-4956-9-2,044 495600902,1946,1143,92ND AVE,,OAKLAND,94603,1143 92ND AVE OAKLAND 94603,1143 92ND AVE OAKLAND CA 94603,1143 92ND AVE,,OAKLAND,CA,94603
44-4956-5,044 495600500,1948,1177,92ND AVE,,OAKLAND,94603,1177 92ND AVE OAKLAND 94603,1177 92ND AVE OAKLAND CA 94603,1177 92ND AVE,,OAKLAND,CA,94603
44-4956-19,044 495601900,1922,1130,91ST AVE,,OAKLAND,94603,1130 91ST AVE OAKLAND 94603,1130 91ST AVE OAKLAND CA 94603,1130 91ST AVE,,OAKLAND,CA,94603
44-4955-21,044 495502100,1946,1140,90TH AVE,,OAKLAND,94603,1140 90TH AVE OAKLAND 94603,1140 90TH AVE OAKLAND CA 94603,1140 90TH AVE,,OAKLAND,CA,94603
44-4955-2,044 495500200,1949,9017,B ST,,OAKLAND,94603,9017 B ST OAKLAND 94603,1759 VIA REDONDO SAN LORENZO CA 94580,9017 B ST,,OAKLAND,CA,94603
44-4955-18,044 495501800,1907,1120,90TH AVE,,OAKLAND,94603,1120 90TH AVE OAKLAND 94603,1120 90TH AVE OAKLAND CA 94603,1120 90TH AVE,,OAKLAND,CA,94603
44-4955-7,044 495500700,1952,1149,91ST AVE,,OAKLAND,94603,1149 91ST AVE OAKLAND 94603,18765 WALNUT RD CASTRO VALLEY CA 94546,1149 91ST AVE,,OAKLAND,CA,94603
44-4955-22-1,044 495502201,1963,1144,90TH AVE,,OAKLAND,94603,1144 90TH AVE OAKLAND 94603,14641 MIDLAND RD SAN LEANDRO CA 94578,1144 90TH AVE,,OAKLAND,CA,94603
44-4955-20,044 495502000,1968,1134,90TH AVE,,OAKLAND,94603,1134 90TH AVE OAKLAND 94603,1134 90TH AVE OAKLAND CA 94603,1134 90TH AVE,,OAKLAND,CA,94603
44-4955-1-1,044 495500101,1945,9003,B ST,,OAKLAND,94603,9003 B ST OAKLAND 94603,9003 B ST OAKLAND CA 94603,9003 B ST,,OAKLAND,CA,94603
44-4955-6,044 495500600,1927,1155,91ST AVE,,OAKLAND,94603,1155 91ST AVE OAKLAND 94603,1155 91ST AVE OAKLAND CA 94603,1155 91ST AVE,,OAKLAND,CA,94603
44-4955-3,044 495500300,1918,9021,B ST,,OAKLAND,94603,9021 B ST OAKLAND 94603,9021 B ST OAKLAND CA 94603,9021 B ST,,OAKLAND,CA,94603
44-4955-9-3,044 495500903,1920,1129,91ST AVE,,OAKLAND,94603,1129 91ST AVE OAKLAND 94603,1129 91ST AVE OAKLAND CA 94603,1129 91ST AVE,,OAKLAND,CA,94603
44-4955-11,044 495501100,1947,1121,91ST AVE,,OAKLAND,94603,1121 91ST AVE OAKLAND 94603,PO BOX 1541 ALAMEDA CA 94501,1121 91ST AVE,,OAKLAND,CA,94603
44-4955-22-2,044 495502202,1905,1148,90TH AVE,,OAKLAND,94603,1148 90TH AVE OAKLAND 94603,1148 90TH AVE OAKLAND CA 94603,1148 90TH AVE,,OAKLAND,CA,94603
44-4955-1-2,044 495500102,1923,1156,90TH AVE,,OAKLAND,94603,1156 90TH AVE OAKLAND 94603,880 ROLPH ST SAN FRANCISCO CA 94112,1156 90TH AVE,,OAKLAND,CA,94603
44-4955-16,044 495501600,1916,1110,90TH AVE,,OAKLAND,94603,1110 90TH AVE OAKLAND 94603,1639 RIO VERDE CIR PITTSBURG CA 94565,1110 90TH AVE,,OAKLAND,CA,94603
44-4955-4,044 495500400,0,9031,B ST,,OAKLAND,94603,9031 B ST OAKLAND 94603,410 CLAYTON ST SAN FRANCISCO CA 94117,9031 B ST,,OAKLAND,CA,94603
44-4955-5,044 495500500,0,1191,91ST AVE,,OAKLAND,94603,1191 91ST AVE OAKLAND 94603,1191 91ST AVE OAKLAND CA 94603,1191 91ST AVE,,OAKLAND,CA,94603
44-4955-15,044 495501500,1920,9004,D ST,,OAKLAND,94603,9004 D ST OAKLAND 94603,321 BRISTOL BLVD SAN LEANDRO CA 94577,9004 D ST,,OAKLAND,CA,94603
44-4955-13,044 495501300,1905,9016,D ST,,OAKLAND,94603,9016 D ST OAKLAND 94603,1101 91ST AVE OAKLAND CA 94603,9016 D ST,,OAKLAND,CA,94603
44-4955-9-2,044 495500902,1961,1135,91ST AVE,,OAKLAND,94603,1135 91ST AVE OAKLAND 94603,167 ORR RD ALAMEDA CA 94502,1135 91ST AVE,,OAKLAND,CA,94603
44-4955-17,044 495501700,1950,1116,90TH AVE,,OAKLAND,94603,1116 90TH AVE OAKLAND 94603,1116 90TH AVE OAKLAND CA 94603,1116 90TH AVE,,OAKLAND,CA,94603
44-4955-12,044 495501200,1918,9034,D ST,,OAKLAND,94603,9034 D ST OAKLAND 94603,1101 91ST AVE OAKLAND CA 94603,9034 D ST,,OAKLAND,CA,94603
44-4955-19,044 495501900,1900,1126,90TH AVE,,OAKLAND,94603,1126 90TH AVE OAKLAND 94603,1126 90TH AVE OAKLAND CA 94603,1126 90TH AVE,,OAKLAND,CA,94603
44-4955-8,044 495500800,1925,1141,91ST AVE,,OAKLAND,94603,1141 91ST AVE OAKLAND 94603,1141 91ST AVE OAKLAND CA 94603,1141 91ST AVE,,OAKLAND,CA,94603
44-4955-14,044 495501400,1946,9010,D ST,,OAKLAND,94603,9010 D ST OAKLAND 94603,1640 BELVEDERE AVE BERKELEY CA 94702,9010 D ST,,OAKLAND,CA,94603
44-4954-13,044 495401300,1944,1217,92ND AVE,,OAKLAND,94603,1217 92ND AVE OAKLAND 94603,1217 92ND AVE OAKLAND CA 94603,1217 92ND AVE,,OAKLAND,CA,94603
44-4954-9,044 495400900,1925,1235,92ND AVE,,OAKLAND,94603,1235 92ND AVE OAKLAND 94603,1235 92ND AVE OAKLAND CA 94603,1235 92ND AVE,,OAKLAND,CA,94603
44-4954-3,044 495400300,1941,1273,92ND AVE,,OAKLAND,94603,1273 92ND AVE OAKLAND 94603,1273 92ND AVE OAKLAND CA 94603,1273 92ND AVE,,OAKLAND,CA,94603
44-4954-10,044 495401000,1932,1229,92ND AVE,,OAKLAND,94603,1229 92ND AVE OAKLAND 94603,1229 92ND AVE OAKLAND CA 94603,1229 92ND AVE,,OAKLAND,CA,94603
44-4954-17,044 495401700,1942,1204,91ST AVE,,OAKLAND,94603,1204 91ST AVE OAKLAND 94603,1204 91ST AVE OAKLAND CA 94603,1204 91ST AVE,,OAKLAND,CA,94603
44-4954-18,044 495401800,1942,1212,91ST AVE,,OAKLAND,94603,1212 91ST AVE OAKLAND 94603,8665 E HARTFORD DR 200 SCOTTSDALE AZ 85255,1212 91ST AVE,,OAKLAND,CA,94603
44-4954-1,044 495400100,1943,1270,91ST AVE,,OAKLAND,94603,1270 91ST AVE OAKLAND 94603,1323 90TH AVE OAKLAND CA 94603,1270 91ST AVE,,OAKLAND,CA,94603
44-4954-5,044 495400500,1955,1261,92ND AVE,,OAKLAND,94603,1261 92ND AVE OAKLAND 94603,1261 92ND AVE OAKLAND CA 94603,1261 92ND AVE,,OAKLAND,CA,94603
44-4954-19,044 495401900,1926,1214,91ST AVE,,OAKLAND,94603,1214 91ST AVE OAKLAND 94603,1214 91ST AVE OAKLAND CA 94603,1214 91ST AVE,,OAKLAND,CA,94603
44-4954-4,044 495400400,1950,1265,92ND AVE,,OAKLAND,94603,1265 92ND AVE OAKLAND 94603,1265 92ND AVE OAKLAND CA 94603,1265 92ND AVE,,OAKLAND,CA,94603
44-4954-14-1,044 495401401,1966,1209,92ND AVE,,OAKLAND,94603,1209 92ND AVE OAKLAND 94603,2520 WEST AVENUE 134TH SAN LEANDRO CA 94577,1209 92ND AVE,,OAKLAND,CA,94603
44-4954-12,044 495401200,1924,1223,92ND AVE,,OAKLAND,94603,1223 92ND AVE OAKLAND 94603,960 98TH AVE OAKLAND CA 94603,1223 92ND AVE,,OAKLAND,CA,94603
44-4954-16,044 495401600,0,9114,B ST,,OAKLAND,94603,9114 B ST OAKLAND 94603,2950 BUSKIRK AVE 300 WALNUT CREEK CA 94597,9114 B ST,,OAKLAND,CA,94603
44-4954-22,044 495402200,1925,1228,91ST AVE,,OAKLAND,94603,1228 91ST AVE OAKLAND 94603,8101 TIARA COVE CIR LAS VEGAS NV 89128,1228 91ST AVE,,OAKLAND,CA,94603
44-4954-2,044 495400200,1927,9111,A ST,,OAKLAND,94603,9111 A ST OAKLAND 94603,9111 A ST OAKLAND CA 94603,9111 A ST,,OAKLAND,CA,94603
44-4954-26,044 495402600,1943,1260,91ST AVE,,OAKLAND,94603,1260 91ST AVE OAKLAND 94603,6933 STAGECOACH RD B DUBLIN CA 94568,1260 91ST AVE,,OAKLAND,CA,94603
44-4954-14-2,044 495401402,1925,1207,92ND AVE,,OAKLAND,94603,1207 92ND AVE OAKLAND 94603,5210 FAIRFAX AVE OAKLAND CA 94601,1207 92ND AVE,,OAKLAND,CA,94603
44-4954-21,044 495402100,0,1222,91ST AVE,,OAKLAND,94603,1222 91ST AVE OAKLAND 94603,12823 MOORSHIRE DR CERRITOS CA 90703,1222 91ST AVE,,OAKLAND,CA,94603
44-4954-20,044 495402000,1926,1218,91ST AVE,,OAKLAND,94603,1218 91ST AVE OAKLAND 94603,327 BISSELL AVE RICHMOND CA 94801,1218 91ST AVE,,OAKLAND,CA,94603
44-4954-8,044 495400800,1942,1243,92ND AVE,,OAKLAND,94603,1243 92ND AVE OAKLAND 94603,1243 92ND AVE OAKLAND CA 94603,1243 92ND AVE,,OAKLAND,CA,94603
44-4954-25-1,044 495402501,1949,1256,91ST AVE,,OAKLAND,94603,1256 91ST AVE OAKLAND 94603,555 12TH ST 1250 OAKLAND CA 94607,1256 91ST AVE,,OAKLAND,CA,94603
44-4954-15,044 495401500,1945,1201,92ND AVE,,OAKLAND,94603,1201 92ND AVE OAKLAND 94603,157 FULTON ST 6 CAMPBELL CA 95008,1201 92ND AVE,,OAKLAND,CA,94603
44-4954-6,044 495400600,1927,1257,92ND AVE,,OAKLAND,94603,1257 92ND AVE OAKLAND 94603,39 LEAMONT CT OAKLAND CA 94605,1257 92ND AVE,,OAKLAND,CA,94603
44-4954-7,044 495400700,2007,1251,92ND AVE,,OAKLAND,94603,1251 92ND AVE OAKLAND 94603,1251 92ND AVE OAKLAND CA 94603,1251 92ND AVE,,OAKLAND,CA,94603
44-4954-24-1,044 495402401,1926,1250,91ST AVE,,OAKLAND,94603,1250 91ST AVE OAKLAND 94603,7901 OAKPORT ST 2500 OAKLAND CA 94621,1250 91ST AVE,,OAKLAND,CA,94603
44-4954-23,044 495402300,1910,1232,91ST AVE,,OAKLAND,94603,1232 91ST AVE OAKLAND 94603,1232 91ST AVE OAKLAND CA 94603,1232 91ST AVE,,OAKLAND,CA,94603
44-4954-11,044 495401100,1925,1225,92ND AVE,,OAKLAND,94603,1225 92ND AVE OAKLAND 94603,1045 MINERVA ST SAN LEANDRO CA 94577,1225 92ND AVE,,OAKLAND,CA,94603
44-4953-5,044 495300500,1941,1251,91ST AVE,,OAKLAND,94603,1251 91ST AVE OAKLAND 94603,1251 91ST AVE OAKLAND CA 94603,1251 91ST AVE,,OAKLAND,CA,94603
44-4953-23,044 495302300,1921,1252,90TH AVE,,OAKLAND,94603,1252 90TH AVE OAKLAND 94603,682 MINERVA ST HAYWARD CA 94544,1252 90TH AVE,,OAKLAND,CA,94603
44-4953-24-1,044 495302401,1926,1254,90TH AVE,,OAKLAND,94603,1254 90TH AVE OAKLAND 94603,1254 90TH AVE OAKLAND CA 94603,1254 90TH AVE,,OAKLAND,CA,94603
44-4953-25-1,044 495302501,1926,1258,90TH AVE,,OAKLAND,94603,1258 90TH AVE OAKLAND 94603,1258 90TH AVE OAKLAND CA 94603,1258 90TH AVE,,OAKLAND,CA,94603
44-4953-9,044 495300900,1940,1225,91ST AVE,,OAKLAND,94603,1225 91ST AVE OAKLAND 94603,4849 E 12TH ST OAKLAND CA 94601,1225 91ST AVE,,OAKLAND,CA,94603
44-4953-26-1,044 495302601,1926,1264,90TH AVE,,OAKLAND,94603,1264 90TH AVE OAKLAND 94603,1264 90TH AVE OAKLAND CA 94603,1264 90TH AVE,,OAKLAND,CA,94603
44-4953-14,044 495301400,0,9012,B ST,,OAKLAND,94603,9012 B ST OAKLAND 94603,48611 FLAGSTAFF RD FREMONT CA 94539,9012 B ST,,OAKLAND,CA,94603
44-4953-18,044 495301800,1940,1218,90TH AVE,,OAKLAND,94603,1218 90TH AVE OAKLAND 94603,1218 90TH AVE OAKLAND CA 94603,1218 90TH AVE,,OAKLAND,CA,94603
44-4953-8,044 495300800,1920,1231,91ST AVE,,OAKLAND,94603,1231 91ST AVE OAKLAND 94603,61 BROADMOOR BLVD SAN LEANDRO CA 94577,1231 91ST AVE,,OAKLAND,CA,94603
44-4953-3-1,044 495300301,1943,9023,A ST,,OAKLAND,94603,9023 A ST OAKLAND 94603,308 SUNSET BLVD HAYWARD CA 94541,9023 A ST,,OAKLAND,CA,94603
44-4953-16,044 495301600,1924,1206,90TH AVE,,OAKLAND,94603,1206 90TH AVE OAKLAND 94603,1206 90TH AVE OAKLAND CA 94603,1206 90TH AVE,,OAKLAND,CA,94603
44-4953-1-1,044 495300101,1925,1270,90TH AVE,,OAKLAND,94603,1270 90TH AVE OAKLAND 94603,682 MINERVA ST HAYWARD CA 94544,1270 90TH AVE,,OAKLAND,CA,94603
44-4953-17,044 495301700,1918,1210,90TH AVE,,OAKLAND,94603,1210 90TH AVE OAKLAND 94603,4849 E 12TH ST OAKLAND CA 94601,1210 90TH AVE,,OAKLAND,CA,94603
44-4953-13,044 495301300,1941,1201,91ST AVE,,OAKLAND,94603,1201 91ST AVE OAKLAND 94603,1201 91ST AVE OAKLAND CA 94603,1201 91ST AVE,,OAKLAND,CA,94603
44-4953-4,044 495300400,1964,1259,91ST AVE,,OAKLAND,94603,1259 91ST AVE OAKLAND 94603,2139 LONGLEAF CIR SAN RAMON CA 94582,1259 91ST AVE,,OAKLAND,CA,94603
44-4953-7,044 495300700,1944,1235,91ST AVE,,OAKLAND,94603,1235 91ST AVE OAKLAND 94603,1235 91ST AVE OAKLAND CA 94603,1235 91ST AVE,,OAKLAND,CA,94603
44-4953-6,044 495300600,1944,1243,91ST AVE,,OAKLAND,94603,1243 91ST AVE OAKLAND 94603,1243 91ST AVE OAKLAND CA 94603,1243 91ST AVE,,OAKLAND,CA,94603
44-4953-20,044 495302000,1926,1236,90TH AVE,,OAKLAND,94603,1236 90TH AVE OAKLAND 94603,1236 90TH AVE OAKLAND CA 94603,1236 90TH AVE,,OAKLAND,CA,94603
44-4953-11,044 495301100,1941,1211,91ST AVE,,OAKLAND,94603,1211 91ST AVE OAKLAND 94603,2040 E 15TH ST OAKLAND CA 94606,1211 91ST AVE,,OAKLAND,CA,94603
44-4953-22,044 495302200,1926,1248,90TH AVE,,OAKLAND,94603,1248 90TH AVE OAKLAND 94603,1248 90TH AVE OAKLAND CA 94603,1248 90TH AVE,,OAKLAND,CA,94603
44-4953-15,044 495301500,1928,1200,90TH AVE,,OAKLAND,94603,1200 90TH AVE OAKLAND 94603,1200 90TH AVE OAKLAND CA 94603,1200 90TH AVE,,OAKLAND,CA,94603
44-4953-12,044 495301200,1941,1207,91ST AVE,,OAKLAND,94603,1207 91ST AVE OAKLAND 94603,1510 BAYBERRY LN TRACY CA 95376,1207 91ST AVE,,OAKLAND,CA,94603
44-4953-21,044 495302100,1926,1242,90TH AVE,,OAKLAND,94603,1242 90TH AVE OAKLAND 94603,1242 90TH AVE OAKLAND CA 94603,1242 90TH AVE,,OAKLAND,CA,94603
44-4953-19,044 495301900,1940,1226,90TH AVE,,OAKLAND,94603,1226 90TH AVE OAKLAND 94603,1226 90TH AVE OAKLAND CA 94603,1226 90TH AVE,,OAKLAND,CA,94603
44-4953-10,044 495301000,1941,1219,91ST AVE,,OAKLAND,94603,1219 91ST AVE OAKLAND 94603,1219 91ST AVE OAKLAND CA 94603,1219 91ST AVE,,OAKLAND,CA,94603
44-4952-18,044 495201800,1928,9114,A ST,,OAKLAND,94603,9114 A ST OAKLAND 94603,P O BOX 697 SAN LEANDRO CA 94577,9114 A ST,,OAKLAND,CA,94603
44-4952-4,044 495200400,1914,9115,INTERNATIONAL BLVD,,OAKLAND,94603,9115 INTERNATIONAL BLVD OAKLAND 94603,9115 INTERNATIONAL BLVD OAKLAND CA 94603,9115 INTERNATIONAL BL,,OAKLAND,CA,94603
44-4952-5,044 495200500,0,9119,INTERNATIONAL BLVD,,OAKLAND,94603,9119 INTERNATIONAL BLVD OAKLAND 94603,9115 INTERNATIONAL BLVD OAKLAND CA 94603,9119 INTERNATIONAL BL,,OAKLAND,CA,94603
44-4952-27,044 495202700,1989,1354,91ST AVE,,OAKLAND,94603,1354 91ST AVE OAKLAND 94603,5516 WALNUT ST OAKLAND CA 94605,1354 91ST AVE,,OAKLAND,CA,94603
44-4952-25,044 495202500,1959,1340,91ST AVE,,OAKLAND,94603,1340 91ST AVE OAKLAND 94603,1342 91ST AVE OAKLAND CA 94603,1340 91ST AVE,,OAKLAND,CA,94603
44-4952-3,044 495200300,0,9109,INTERNATIONAL BLVD,,OAKLAND,94603,9109 INTERNATIONAL BLVD OAKLAND 94603,101 BROADWAY 205 OAKLAND CA 94607,9109 INTERNATIONAL BL,,OAKLAND,CA,94603
44-4952-26,044 495202600,1928,1352,91ST AVE,,OAKLAND,94603,1352 91ST AVE OAKLAND 94603,29 EASTWOOD DR SAN FRANCISCO CA 94112,1352 91ST AVE,,OAKLAND,CA,94603
44-4952-17,044 495201700,1915,1307,92ND AVE,,OAKLAND,94603,1307 92ND AVE OAKLAND 94603,574 DREW ST SAN LORENZO CA 94580,1307 92ND AVE,,OAKLAND,CA,94603
44-4952-19,044 495201900,1910,9110,A ST,,OAKLAND,94603,9110 A ST OAKLAND 94603,48611 FLAGSTAFF RD FREMONT CA 94539,9110 A ST,,OAKLAND,CA,94603
